observation_times,step_heights
0.0,0.2627729759044004
1.0,0.2627729759044004
2.0,0.2627729759044004
3.0,0.2627729759044004
4.0,0.2627729759044004
5.0,0.2627729759044004
6.0,0.2627729759044004
7.0,0.2627729759044004
8.0,0.2627729759044004
9.0,0.2627729759044004
10.0,0.2627729759044004
11.0,0.2627729759044004
12.0,0.2627729759044004
13.0,0.2627729759044004
14.0,0.2627729759044004
15.0,0.2627729759044004
16.0,0.2627729759044004
17.0,0.2627729759044004
18.0,0.2627729759044004
19.0,0.2627729759044004
20.0,0.2627729759044004
21.0,0.2627729759044004
22.0,0.2627729759044004
23.0,0.2627729759044004
24.0,0.2627729759044004
25.0,0.2627729759044004
26.0,0.2627729759044004
27.0,0.2627729759044004
28.0,0.2627729759044004
29.0,0.2627729759044004
30.0,0.2627729759044004
31.0,0.2627729759044004
32.0,0.2627729759044004
33.0,0.2627729759044004
34.0,0.2627729759044004
35.0,0.2627729759044004
36.0,0.2627729759044004
37.0,0.2627729759044004
38.0,0.2627729759044004
39.0,0.2627729759044004
40.0,0.2627729759044004
41.0,0.2627729759044004
42.0,0.2627729759044004
43.0,0.2627729759044004
44.0,0.525892693129122
45.0,0.525892693129122
46.0,0.525892693129122
47.0,0.525892693129122
48.0,0.525892693129122
49.0,0.525892693129122
50.0,0.525892693129122
51.0,0.525892693129122
52.0,0.525892693129122
53.0,0.525892693129122
54.0,0.525892693129122
55.0,0.525892693129122
56.0,0.525892693129122
57.0,0.525892693129122
58.0,0.525892693129122
59.0,0.525892693129122
60.0,0.525892693129122
61.0,0.525892693129122
62.0,0.525892693129122
63.0,0.525892693129122
64.0,0.525892693129122
65.0,0.525892693129122
66.0,0.525892693129122
67.0,0.525892693129122
68.0,0.525892693129122
69.0,0.525892693129122
70.0,0.525892693129122
71.0,0.525892693129122
72.0,0.525892693129122
73.0,0.525892693129122
74.0,0.525892693129122
75.0,0.525892693129122
76.0,0.525892693129122
77.0,0.525892693129122
78.0,0.525892693129122
79.0,0.525892693129122
80.0,0.525892693129122
81.0,0.525892693129122
82.0,0.525892693129122
83.0,0.525892693129122
84.0,0.525892693129122
85.0,0.525892693129122
86.0,0.525892693129122
87.0,0.525892693129122
88.0,0.525892693129122
89.0,0.525892693129122
90.0,0.525892693129122
91.0,0.525892693129122
92.0,0.525892693129122
93.0,0.525892693129122
94.0,0.525892693129122
95.0,0.525892693129122
96.0,0.525892693129122
97.0,0.525892693129122
98.0,0.525892693129122
99.0,0.525892693129122
100.0,0.525892693129122
101.0,0.525892693129122
102.0,0.525892693129122
103.0,0.525892693129122
104.0,0.525892693129122
105.0,0.525892693129122
106.0,0.525892693129122
107.0,0.525892693129122
108.0,0.525892693129122
109.0,0.525892693129122
110.0,0.525892693129122
111.0,0.525892693129122
112.0,0.525892693129122
113.0,0.525892693129122
114.0,0.525892693129122
115.0,0.525892693129122
116.0,0.525892693129122
117.0,0.525892693129122
118.0,0.525892693129122
119.0,0.525892693129122
120.0,0.525892693129122
121.0,0.525892693129122
122.0,0.525892693129122
123.0,0.525892693129122
124.0,0.525892693129122
125.0,0.525892693129122
126.0,0.525892693129122
127.0,0.525892693129122
128.0,0.525892693129122
129.0,0.525892693129122
130.0,0.525892693129122
131.0,0.525892693129122
132.0,0.525892693129122
133.0,0.525892693129122
134.0,0.525892693129122
135.0,0.525892693129122
136.0,0.525892693129122
137.0,0.525892693129122
138.0,0.40643542203966876
139.0,0.40643542203966876
140.0,0.40643542203966876
141.0,0.40643542203966876
142.0,0.40643542203966876
143.0,0.40643542203966876
144.0,0.40643542203966876
145.0,0.40643542203966876
146.0,0.40643542203966876
147.0,0.40643542203966876
148.0,0.40643542203966876
149.0,0.40643542203966876
150.0,0.40643542203966876
151.0,0.40643542203966876
152.0,0.40643542203966876
153.0,0.40643542203966876
154.0,0.40643542203966876
155.0,0.40643542203966876
156.0,0.40643542203966876
157.0,0.40643542203966876
158.0,0.40643542203966876
159.0,0.40643542203966876
160.0,0.40643542203966876
161.0,0.40643542203966876
162.0,0.40643542203966876
163.0,0.40643542203966876
164.0,0.40643542203966876
165.0,0.40643542203966876
166.0,0.40643542203966876
167.0,0.40643542203966876
168.0,0.40643542203966876
169.0,0.40643542203966876
170.0,0.40643542203966876
171.0,0.40643542203966876
172.0,0.40643542203966876
173.0,0.40643542203966876
174.0,0.40643542203966876
175.0,0.40643542203966876
176.0,0.40643542203966876
177.0,0.40643542203966876
178.0,0.40643542203966876
179.0,0.40643542203966876
180.0,0.40643542203966876
181.0,0.40643542203966876
182.0,0.40643542203966876
183.0,0.40643542203966876
184.0,0.40643542203966876
185.0,0.40643542203966876
186.0,0.40643542203966876
187.0,0.40643542203966876
188.0,0.40643542203966876
189.0,0.40643542203966876
190.0,0.40643542203966876
191.0,0.40643542203966876
192.0,0.40643542203966876
193.0,0.40643542203966876
194.0,0.40643542203966876
195.0,0.40643542203966876
196.0,0.40643542203966876
197.0,0.40643542203966876
198.0,0.40643542203966876
199.0,0.40643542203966876
200.0,0.40643542203966876
201.0,0.40643542203966876
202.0,0.40643542203966876
203.0,0.40643542203966876
204.0,0.40643542203966876
205.0,0.40643542203966876
206.0,0.40643542203966876
207.0,0.40643542203966876
208.0,0.40643542203966876
209.0,0.40643542203966876
210.0,0.40643542203966876
211.0,0.40643542203966876
212.0,0.40643542203966876
213.0,0.40643542203966876
214.0,0.40643542203966876
215.0,0.40643542203966876
216.0,0.40643542203966876
217.0,0.40643542203966876
218.0,0.40643542203966876
219.0,0.40643542203966876
220.0,0.40643542203966876
221.0,0.40643542203966876
222.0,0.40643542203966876
223.0,0.40643542203966876
224.0,0.40643542203966876
225.0,0.40643542203966876
226.0,0.40643542203966876
227.0,0.40643542203966876
228.0,0.40643542203966876
229.0,0.40643542203966876
230.0,0.40643542203966876
231.0,0.40643542203966876
232.0,0.40643542203966876
233.0,0.40643542203966876
234.0,0.40643542203966876
235.0,0.40643542203966876
236.0,0.40643542203966876
237.0,0.40643542203966876
238.0,0.40643542203966876
239.0,0.40643542203966876
240.0,0.40643542203966876
241.0,0.40643542203966876
242.0,0.40643542203966876
243.0,0.40643542203966876
244.0,0.40643542203966876
245.0,0.40643542203966876
246.0,0.40643542203966876
247.0,0.40643542203966876
248.0,0.40643542203966876
249.0,0.40643542203966876
250.0,0.40643542203966876
251.0,0.40643542203966876
252.0,0.40643542203966876
253.0,0.40643542203966876
254.0,0.40643542203966876
255.0,0.40643542203966876
256.0,0.40643542203966876
257.0,0.40643542203966876
258.0,0.40643542203966876
259.0,0.40643542203966876
260.0,0.40643542203966876
261.0,0.40643542203966876
262.0,0.40643542203966876
263.0,0.40643542203966876
264.0,0.40643542203966876
265.0,0.40643542203966876
266.0,0.40643542203966876
267.0,0.40643542203966876
268.0,0.40643542203966876
269.0,0.40643542203966876
270.0,0.40643542203966876
271.0,0.40643542203966876
272.0,0.40643542203966876
273.0,0.40643542203966876
274.0,0.40643542203966876
275.0,0.40643542203966876
276.0,0.40643542203966876
277.0,0.40643542203966876
278.0,0.40643542203966876
279.0,0.40643542203966876
280.0,0.40643542203966876
281.0,0.40643542203966876
282.0,0.40643542203966876
283.0,0.40643542203966876
284.0,0.40643542203966876
285.0,0.40643542203966876
286.0,0.40643542203966876
287.0,0.40643542203966876
288.0,0.40643542203966876
289.0,0.40643542203966876
290.0,0.40643542203966876
291.0,0.40643542203966876
292.0,0.40643542203966876
293.0,0.40643542203966876
294.0,0.40643542203966876
295.0,0.40643542203966876
296.0,0.40643542203966876
297.0,0.40643542203966876
298.0,0.40643542203966876
299.0,0.40643542203966876
300.0,0.40643542203966876
301.0,0.40643542203966876
302.0,0.40643542203966876
303.0,0.40643542203966876
304.0,0.40643542203966876
305.0,0.40643542203966876
306.0,0.40643542203966876
307.0,0.40643542203966876
308.0,0.40643542203966876
309.0,0.40643542203966876
310.0,0.40643542203966876
311.0,0.40643542203966876
312.0,0.40643542203966876
313.0,0.40643542203966876
314.0,0.40643542203966876
315.0,0.40643542203966876
316.0,0.40643542203966876
317.0,0.40643542203966876
318.0,0.40643542203966876
319.0,0.40643542203966876
320.0,0.40643542203966876
321.0,0.40643542203966876
322.0,0.40643542203966876
323.0,0.40643542203966876
324.0,0.40643542203966876
325.0,0.40643542203966876
326.0,0.40643542203966876
327.0,0.40643542203966876
328.0,0.40643542203966876
329.0,0.40643542203966876
330.0,0.40643542203966876
331.0,0.40643542203966876
332.0,0.40643542203966876
333.0,0.40643542203966876
334.0,0.40643542203966876
335.0,0.40643542203966876
336.0,0.40643542203966876
337.0,0.40643542203966876
338.0,0.40643542203966876
339.0,0.40643542203966876
340.0,0.40643542203966876
341.0,0.40643542203966876
342.0,0.40643542203966876
343.0,0.40643542203966876
344.0,0.40643542203966876
345.0,0.40643542203966876
346.0,0.40643542203966876
347.0,0.40643542203966876
348.0,0.40643542203966876
349.0,0.40643542203966876
350.0,0.25089254739300915
351.0,0.25089254739300915
352.0,0.25089254739300915
353.0,0.25089254739300915
354.0,0.25089254739300915
355.0,0.25089254739300915
356.0,0.25089254739300915
357.0,0.25089254739300915
358.0,0.25089254739300915
359.0,0.25089254739300915
360.0,0.25089254739300915
361.0,0.25089254739300915
362.0,0.25089254739300915
363.0,0.25089254739300915
364.0,0.25089254739300915
365.0,0.25089254739300915
366.0,0.25089254739300915
367.0,0.25089254739300915
368.0,0.25089254739300915
369.0,0.25089254739300915
370.0,0.25089254739300915
371.0,0.25089254739300915
372.0,0.25089254739300915
373.0,0.25089254739300915
374.0,0.25089254739300915
375.0,0.25089254739300915
376.0,0.25089254739300915
377.0,0.25089254739300915
378.0,0.25089254739300915
379.0,0.25089254739300915
380.0,0.25089254739300915
381.0,0.25089254739300915
382.0,0.25089254739300915
383.0,0.25089254739300915
384.0,0.25089254739300915
385.0,0.25089254739300915
386.0,0.25089254739300915
387.0,0.25089254739300915
388.0,0.25089254739300915
389.0,0.25089254739300915
390.0,0.25089254739300915
391.0,0.25089254739300915
392.0,0.25089254739300915
393.0,0.25089254739300915
394.0,0.25089254739300915
395.0,0.25089254739300915
396.0,0.25089254739300915
397.0,0.25089254739300915
398.0,0.25089254739300915
399.0,0.25089254739300915
400.0,0.25089254739300915
401.0,0.25089254739300915
402.0,0.25089254739300915
403.0,0.25089254739300915
404.0,0.25089254739300915
405.0,0.25089254739300915
406.0,0.25089254739300915
407.0,0.25089254739300915
408.0,0.25089254739300915
409.0,0.25089254739300915
410.0,0.25089254739300915
411.0,0.25089254739300915
412.0,0.25089254739300915
413.0,0.25089254739300915
414.0,0.25089254739300915
415.0,0.25089254739300915
416.0,0.25089254739300915
417.0,0.25089254739300915
418.0,0.25089254739300915
419.0,0.25089254739300915
420.0,0.25089254739300915
421.0,0.25089254739300915
422.0,0.25089254739300915
423.0,0.25089254739300915
424.0,0.25089254739300915
425.0,0.25089254739300915
426.0,0.25089254739300915
427.0,0.25089254739300915
428.0,0.25089254739300915
429.0,0.25089254739300915
430.0,0.25089254739300915
431.0,0.25089254739300915
432.0,0.25089254739300915
433.0,0.25089254739300915
434.0,0.25089254739300915
435.0,0.25089254739300915
436.0,0.25089254739300915
437.0,0.25089254739300915
438.0,0.25089254739300915
439.0,0.25089254739300915
440.0,0.25089254739300915
441.0,0.25089254739300915
442.0,0.25089254739300915
443.0,0.25089254739300915
444.0,0.25089254739300915
445.0,0.25089254739300915
446.0,0.25089254739300915
447.0,0.25089254739300915
448.0,0.25089254739300915
449.0,0.25089254739300915
450.0,0.25089254739300915
451.0,0.25089254739300915
452.0,0.25089254739300915
453.0,0.25089254739300915
454.0,0.25089254739300915
455.0,0.25089254739300915
456.0,0.25089254739300915
457.0,0.25089254739300915
458.0,0.25089254739300915
459.0,0.25089254739300915
460.0,0.25089254739300915
461.0,0.25089254739300915
462.0,0.25089254739300915
463.0,0.25089254739300915
464.0,0.25089254739300915
465.0,0.25089254739300915
466.0,0.25089254739300915
467.0,0.25089254739300915
468.0,0.25089254739300915
469.0,0.25089254739300915
470.0,0.25089254739300915
471.0,0.25089254739300915
472.0,0.25089254739300915
473.0,0.25089254739300915
474.0,0.25089254739300915
475.0,0.25089254739300915
476.0,0.25089254739300915
477.0,0.25089254739300915
478.0,0.25089254739300915
479.0,0.25089254739300915
480.0,0.25089254739300915
481.0,0.25089254739300915
482.0,0.25089254739300915
483.0,0.25089254739300915
484.0,0.25089254739300915
485.0,0.25089254739300915
486.0,0.25089254739300915
487.0,0.25089254739300915
488.0,0.25089254739300915
489.0,0.25089254739300915
490.0,0.25089254739300915
491.0,0.25089254739300915
492.0,0.25089254739300915
493.0,0.25089254739300915
494.0,0.25089254739300915
495.0,0.25089254739300915
496.0,0.25089254739300915
497.0,0.25089254739300915
498.0,0.25089254739300915
499.0,0.25089254739300915
500.0,0.25089254739300915
501.0,0.25089254739300915
502.0,0.25089254739300915
503.0,0.25089254739300915
504.0,0.25089254739300915
505.0,0.25089254739300915
506.0,0.25089254739300915
507.0,0.25089254739300915
508.0,0.25089254739300915
509.0,0.25089254739300915
510.0,0.25089254739300915
511.0,0.25089254739300915
512.0,0.25089254739300915
513.0,0.25089254739300915
514.0,0.25089254739300915
515.0,0.25089254739300915
516.0,0.25089254739300915
517.0,0.25089254739300915
518.0,0.25089254739300915
519.0,0.25089254739300915
520.0,0.25089254739300915
521.0,0.25089254739300915
522.0,0.25089254739300915
523.0,0.25089254739300915
524.0,0.25089254739300915
525.0,0.25089254739300915
526.0,0.25089254739300915
527.0,0.25089254739300915
528.0,0.25089254739300915
529.0,0.25089254739300915
530.0,0.25089254739300915
531.0,0.25089254739300915
532.0,0.25089254739300915
533.0,0.25089254739300915
534.0,0.25089254739300915
535.0,0.25089254739300915
536.0,0.25089254739300915
537.0,0.25089254739300915
538.0,0.25089254739300915
539.0,0.25089254739300915
540.0,0.25089254739300915
541.0,0.25089254739300915
542.0,0.25089254739300915
543.0,0.25089254739300915
544.0,0.25089254739300915
545.0,0.25089254739300915
546.0,0.25089254739300915
547.0,0.25089254739300915
548.0,0.25089254739300915
549.0,0.25089254739300915
550.0,0.25089254739300915
551.0,0.25089254739300915
552.0,0.25089254739300915
553.0,0.25089254739300915
554.0,0.25089254739300915
555.0,0.25089254739300915
556.0,0.25089254739300915
557.0,0.25089254739300915
558.0,0.25089254739300915
559.0,0.25089254739300915
560.0,0.25089254739300915
561.0,0.25089254739300915
562.0,0.25089254739300915
563.0,0.25089254739300915
564.0,0.25089254739300915
565.0,0.25089254739300915
566.0,0.25089254739300915
567.0,0.25089254739300915
568.0,0.25089254739300915
569.0,0.25089254739300915
570.0,0.25089254739300915
571.0,0.25089254739300915
572.0,0.25089254739300915
573.0,0.25089254739300915
574.0,0.25089254739300915
575.0,0.25089254739300915
576.0,0.25089254739300915
577.0,0.25089254739300915
578.0,0.25089254739300915
579.0,0.25089254739300915
580.0,0.25089254739300915
581.0,0.25089254739300915
582.0,0.25089254739300915
583.0,0.25089254739300915
584.0,0.25089254739300915
585.0,0.25089254739300915
586.0,0.25089254739300915
587.0,0.25089254739300915
588.0,0.25089254739300915
589.0,0.25089254739300915
590.0,0.25089254739300915
591.0,0.25089254739300915
592.0,0.25089254739300915
593.0,0.25089254739300915
594.0,0.25089254739300915
595.0,0.25089254739300915
596.0,0.25089254739300915
597.0,0.25089254739300915
598.0,0.25089254739300915
599.0,0.25089254739300915
600.0,0.25089254739300915
601.0,0.25089254739300915
602.0,0.25089254739300915
603.0,0.25089254739300915
604.0,0.25089254739300915
605.0,0.25089254739300915
606.0,0.25089254739300915
607.0,0.25089254739300915
608.0,0.25089254739300915
609.0,0.25089254739300915
610.0,0.25089254739300915
611.0,0.25089254739300915
612.0,0.25089254739300915
613.0,0.25089254739300915
614.0,0.25089254739300915
615.0,0.25089254739300915
616.0,0.25089254739300915
617.0,0.25089254739300915
618.0,0.25089254739300915
619.0,0.25089254739300915
620.0,0.25089254739300915
621.0,0.25089254739300915
622.0,0.25089254739300915
623.0,0.25089254739300915
624.0,0.25089254739300915
625.0,0.25089254739300915
626.0,0.25089254739300915
627.0,0.25089254739300915
628.0,0.25089254739300915
629.0,0.25089254739300915
630.0,0.25089254739300915
631.0,0.25089254739300915
632.0,0.25089254739300915
633.0,0.25089254739300915
634.0,0.25089254739300915
635.0,0.25089254739300915
636.0,0.25089254739300915
637.0,0.25089254739300915
638.0,0.25089254739300915
639.0,0.25089254739300915
640.0,0.25089254739300915
641.0,0.25089254739300915
642.0,0.25089254739300915
643.0,0.25089254739300915
644.0,0.25089254739300915
645.0,0.25089254739300915
646.0,0.25089254739300915
647.0,0.25089254739300915
648.0,0.25089254739300915
649.0,0.25089254739300915
650.0,0.25089254739300915
651.0,0.25089254739300915
652.0,0.25089254739300915
653.0,0.25089254739300915
654.0,0.25089254739300915
655.0,0.25089254739300915
656.0,0.25089254739300915
657.0,0.25089254739300915
658.0,0.25089254739300915
659.0,0.25089254739300915
660.0,0.25089254739300915
661.0,0.25089254739300915
662.0,0.25089254739300915
663.0,0.25089254739300915
664.0,0.25089254739300915
665.0,0.25089254739300915
666.0,0.25089254739300915
667.0,0.25089254739300915
668.0,0.25089254739300915
669.0,0.25089254739300915
670.0,0.25089254739300915
671.0,0.25089254739300915
672.0,0.25089254739300915
673.0,0.25089254739300915
674.0,0.25089254739300915
675.0,0.25089254739300915
676.0,0.25089254739300915
677.0,0.25089254739300915
678.0,0.25089254739300915
679.0,0.25089254739300915
680.0,0.25089254739300915
681.0,0.25089254739300915
682.0,0.25089254739300915
683.0,0.25089254739300915
684.0,0.25089254739300915
685.0,0.25089254739300915
686.0,0.25089254739300915
687.0,0.25089254739300915
688.0,0.25089254739300915
689.0,0.25089254739300915
690.0,0.25089254739300915
691.0,0.25089254739300915
692.0,0.25089254739300915
693.0,0.25089254739300915
694.0,0.25089254739300915
695.0,0.25089254739300915
696.0,0.25089254739300915
697.0,0.42189910599105446
698.0,0.42189910599105446
699.0,0.42189910599105446
700.0,0.42189910599105446
701.0,0.42189910599105446
702.0,0.42189910599105446
703.0,0.42189910599105446
704.0,0.42189910599105446
705.0,0.42189910599105446
706.0,0.42189910599105446
707.0,0.42189910599105446
708.0,0.42189910599105446
709.0,0.42189910599105446
710.0,0.42189910599105446
711.0,0.42189910599105446
712.0,0.42189910599105446
713.0,0.42189910599105446
714.0,0.42189910599105446
715.0,0.42189910599105446
716.0,0.42189910599105446
717.0,0.42189910599105446
718.0,0.42189910599105446
719.0,0.42189910599105446
720.0,0.42189910599105446
721.0,0.42189910599105446
722.0,0.42189910599105446
723.0,0.42189910599105446
724.0,0.42189910599105446
725.0,0.42189910599105446
726.0,0.42189910599105446
727.0,0.42189910599105446
728.0,0.42189910599105446
729.0,0.42189910599105446
730.0,0.42189910599105446
731.0,0.42189910599105446
732.0,0.42189910599105446
733.0,0.42189910599105446
734.0,0.42189910599105446
735.0,0.42189910599105446
736.0,0.42189910599105446
737.0,0.42189910599105446
738.0,0.42189910599105446
739.0,0.42189910599105446
740.0,0.42189910599105446
741.0,0.42189910599105446
742.0,0.42189910599105446
743.0,0.42189910599105446
744.0,0.42189910599105446
745.0,0.42189910599105446
746.0,0.42189910599105446
747.0,0.42189910599105446
748.0,0.42189910599105446
749.0,0.42189910599105446
750.0,0.42189910599105446
751.0,0.42189910599105446
752.0,0.42189910599105446
753.0,0.42189910599105446
754.0,0.42189910599105446
755.0,0.42189910599105446
756.0,0.42189910599105446
757.0,0.42189910599105446
758.0,0.42189910599105446
759.0,0.42189910599105446
760.0,0.42189910599105446
761.0,0.42189910599105446
762.0,0.42189910599105446
763.0,0.42189910599105446
764.0,0.42189910599105446
765.0,0.42189910599105446
766.0,0.42189910599105446
